Carimbo de data/hora,,Sexo:,Localização:,Formação:,Porte da Organização:,Qual a sua experiência no cargo ocupado?,"De acordo com o seu cargo, em qual nível você se encontra?",Você possui alguma certificação relacionada ao cargo que você está ocupando?,Você sempre atuou na área Tech? ,Qual o seu cargo ou função na organização? ,Em quais stacks você já atuou e/ou está trabalhando atualmente?,"Eu compreendo a técnica de teste funcional, seus critérios e sou capaz de aplicá-la na prática","Eu compreendo a técnica de teste estrutural (caixa-branca), seus critérios e sou capaz de aplicá-la na prática","Eu compreendo a técnica baseada em defeitos, critério de análise de mutantes e sou capaz de aplicá-la",Eu tenho experiência com automatização de testes de software e sou capaz de aplicá-la,Eu compreendo os fundamentos de BDD,Eu compreendo e utilizo cucumber + gherking,Eu compreendo e aplico os conceitos de agile testing,"Marque a opção correta para engano, defeito, erro e falha: [Engano]","Marque a opção correta para engano, defeito, erro e falha: [Defeito]","Marque a opção correta para engano, defeito, erro e falha: [Erro]","Marque a opção correta para engano, defeito, erro e falha: [Falha]","Com relação a sua experiência com ferramentas para o teste de aplicações mobile, marque aquelas que você utiliza ou já utilizou:","Com relação a sua experiência com ferramentas para o teste de aplicações web (partindo do front-end), marque aquelas que você utiliza ou já utilizou:","Com relação a sua experiência com ferramentas para o teste APIs REST (back-end), marque aquelas que você utiliza ou já utilizou:",Quais linguagens de programação você já utilizou para automação de testes de software?,"Durante seu aprendizado, você percebeu dificuldades em encontrar materiais de estudo relacionado a qualidade de software?",Quais fontes você geralmente utiliza para aprimorar suas habilidades?,Quais as habilidades mais importantes para um um QA eficiente? Marque no máximo 5 das opções disponíveis.,"Quais atividades que você, como um QA, está desempenhando na organização? Marque no máximo 5 das opções disponíveis.",Qual(is) etapa(s) do processo de desenvolvimento de software você participa?,Qual(is) nível(is) de testes você aplica durante o processo de desenvolvimento de software?,Qual(is) tipo(s) de testes você realiza durante o processo de desenvolvimento de software?,"Existem outras atividades, não mencionadas no formulário, que você executa durante o processo de testes de software?","Qual a sua percepção sobre a utilização de assistentes inteligentes e LLMs para geração de dados de teste? Vantagens, desvantagens e ajuda mesmo em cenários com lógicas complexas? Comenta aqui pra gente ;)"
2025/02/03 11:12:57,Li e aceito participar da pesquisa,Masculino,Uberlândia - MG,Especialista,Micro (até 19 funcionários),Acima de 15 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)","Sim, CTFL",Sim,Quality Assurance - QA,"Web, Mobile, Backend",5,5,5,5,5,5,5,,,,,Apium,"Selenium, Cypress, Protractor, Capybara, Robotframework","Automação com Postman, REST Assured, HTTPParty, Robot Framework","Java, JavaScript, Kotlin, Python, Ruby, C#",Sim,"Canais do Youtube, Cursos (Udemy, plataformas online), Sigo referências em teste de software, Livros","Ser comunicativo(a), Ser detalhista, Ser curioso, Ter empatia, Ser analítico, Pensar como técnico e usuário, Ser investigador, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Ajudar a solucionar problemas","Definição dos Requisitos, Projeto do Software, Implementação e Testes de Unidade, Integração e Testes do Sistema, Operação e Manutenção","Testes de Unidade, Testes de Integração, Testes de Sistema, Testes de Aceite, Regressão não é nível ","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Testes de Mutação, Dinâmico, Estático, Manual, Automatizado, Usabilidade, Performance, Confiabilidade, Segurança","Definições de política e cultura de qualidade, implementação e treinamento de ferramentas e processos, ","Apoio inimaginável, velocidade e ganho de tempo durante o processo de testes."
2025/02/03 11:17:02,Li e aceito participar da pesquisa,Masculino,João Pessoa - PB,Ensino Superior Completo,Grande (mais de 499 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Sim. CTFL,Sim,Quality Assurance - QA,"Web, Backend",5,5,5,4,4,4,5,,,,,Apium,"Selenium, Robotframework","Automação com Postman, REST Assured, Robot Framework","Java, Python",Não,"Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software, Livros","Ser comunicativo(a), Ser analítico, Sabe escutar, Pensar como técnico e usuário, Ser investigador","Avaliar e garantir que os requisitos sejam atendidos, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Reportar erros e defeitos","Projeto do Software, Integração e Testes do Sistema","Testes de Integração, Testes de Sistema, Testes de Regressão","Caixa Preta (Teste Funcional), Dinâmico, Estático, Manual, Usabilidade",Análise de causa raiz,"Não cheguei a usar um gerador automático, mas já cheguei a criar listas com valores aceitáveis e criei funções para utilizar os valores aleatoriamente"
2025/02/03 13:04:44,Li e aceito participar da pesquisa,Feminino,Uberlândia MG ,Ensino Superior Completo,Grande (mais de 499 funcionários),De 4 a 7 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Não ,Sim ,Analista de Teste,"Web, Mobile",5,2,1,1,4,3,5,,,,,Não utilizo ,Não utilizo ,Uso estritamente manual com Postman,Não utilizo ,Não,"Cursos (Udemy, plataformas online)","Aprender rápido, Ser detalhista, Ser curioso, Sabe escutar, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Propor melhorias no produto e/ou processo desenvolvimento, Reportar erros e defeitos",Definição dos Requisitos,Testes de Regressão,Caixa Preta (Teste Funcional),Não ,"O uso de assistentes inteligentes e modelos de linguagem (LLMs) na geração de dados de teste tem se tornado cada vez mais relevante, especialmente em contextos simulação de cenários e cobertura de casos complexos.
Desvantagem são as dependências de ajustes que precisa ser feito. "
2025/02/03 19:52:06,Li e aceito participar da pesquisa,Masculino,Belo Horizonte mg ,Especialista,Média (até 499 funcionários),De 12 a 15 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Não,Sim,Engenheiro de Qualidade de Software,"Web, Backend, ",5,3,4,5,5,5,5,,,,,Nenhuma,"Selenium, Cypress","Automação com Postman, Uso estritamente manual com Postman, REST Assured","Java, JavaScript",Não,"Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software, Documentação da ferramenta ","Ser comunicativo(a), Ser analítico, Possuir conhecimento técnico, Ser investigador, Ser proativo","Realizar automação dos testes, Reportar erros e defeitos","Implementação e Testes de Unidade, Integração e Testes do Sistema","Testes de Integração, Testes de Sistema, Testes de Regressão","Caixa Preta (Teste Funcional), Manual, Automatizado",Não,"Nunca utilizei para dados de teste, então sem percepção válida para contribuir. "
2025/02/05 12:41:03,Li e aceito participar da pesquisa,Masculino,Belo Horizonte  - MG,Ensino Superior Completo,Pequena (até 99 funcionários),De 4 a 7 anos,Júnior (funções de procedimentos simples ou que não exigem profundo conhecimento em um ramo de atuação),CTFL,Sim,Analista de Teste,"Web, Mobile, Backend",5,2,1,2,2,1,4,,,,,Testes Manuais,Cypress,Uso estritamente manual com Postman,Testes Manuais,Não,"Canais do Youtube, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Aprender rápido, Ser comunicativo(a), Ser detalhista, Ser analítico, Pensar como técnico e usuário","Avaliar e garantir que os requisitos sejam atendidos, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Reportar erros e defeitos","Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Manual",Não,Sem opinião formada.
2025/02/07 09:26:42,Li e aceito participar da pesquisa,Feminino,Uberaba - MG,Ensino Superior Completo,Grande (mais de 499 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Sim,Sim,Quality Assurance - QA,"Web, Mobile, Backend",5,5,5,2,4,3,4,,,,,Apium,"Selenium, Robotframework","Automação com Postman, REST Assured","JavaScript, Python",Sim,"Canais do Youtube, Artigos acadêmicos, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser detalhista, Ser curioso, Sabe escutar, Pensar como técnico e usuário","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Realizar automação dos testes","Definição dos Requisitos, Projeto do Software, Integração e Testes do Sistema","Testes de Unidade, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Manual, Automatizado, Usabilidade",.,
2025/02/07 10:14:44,Li e aceito participar da pesquisa,Masculino,Florianópolis - SC,Especialista,Grande (mais de 499 funcionários),De 8 a 11 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)","Sim, CTFL",Sim,Head of IT Quality,"Web, Mobile, Backend, Hardware",5,5,5,5,5,5,5,,,,,"Apium, Espresso, XCUITest, Calabash","Selenium, Cypress, Protractor, Capybara, Robotframework, PlayWrigth, CyPress","Automação com Postman, Uso estritamente manual com Postman, REST Assured, HTTPParty, Robot Framework","Java, JavaScript, Kotlin, Python, Ruby, Swift, C#, Object C, C++",Sim,"Canais do Youtube, Artigos acadêmicos, Medium, Sigo referências em teste de software","Ser comunicativo(a), Ser detalhista, Pensar como técnico e usuário, Ser flexível, Ser proativo","Apoiar e estabelecer padrões de qualidade, Propor melhorias no produto e/ou processo desenvolvimento, Liderança e Gestão","Definição dos Requisitos, Projeto do Software, Implementação e Testes de Unidade, Integração e Testes do Sistema","Testes de Unidade, Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite, Performance","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Testes de Mutação, Dinâmico, Estático, Manual, Automatizado, Usabilidade, Performance, Confiabilidade, Segurança",.,
2025/02/07 10:24:14,Li e aceito participar da pesquisa,Masculino,São Luís - MA,Ensino Superior Completo,Grande (mais de 499 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Nao,Nao,Quality Assurance - QA,Desktop,5,5,5,5,5,3,1,,,,,Apium,"Cypress, Robotframework","Automação com Postman, Robot Framework, Cypress","JavaScript, Python",Sim,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online)","Ser comunicativo(a), Ser detalhista, Ser curioso, Ser analítico, Pensar como técnico e usuário, Ser investigador","Avaliar e garantir que os requisitos sejam atendidos, Escrever e definir cenários de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Reportar erros e defeitos",Operação e Manutenção,"Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Manual, Automatizado, Performance",Nao,
2025/02/07 10:25:09,Li e aceito participar da pesquisa,Feminino,Recife - Pernambuco,Especialista,Grande (mais de 499 funcionários),De 1 a 3 anos,Júnior (funções de procedimentos simples ou que não exigem profundo conhecimento em um ramo de atuação),Não,"Não, Era da área Administrativa e  por incrível que pareça, me ajudou muito na área, principalmente no diálogo com os clientes e na tratativa nas demandas. ",Quality Assurance - QA,Web,5,5,5,5,5,5,5,,,,,Apium,"Selenium, Cypress, Robotframework","Automação com Postman, REST Assured, Robot Framework","Java, JavaScript, Python, C#",Não,"Canais do Youtube, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser curioso, Ser analítico, Sabe escutar, Pensar como técnico e usuário, Ser investigador","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Reportar erros e defeitos","Implementação e Testes de Unidade, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Manual, Automatizado, Usabilidade","Faltou a parte da documentação, que deveria ser lei no processo e na execução dos testes. O bom entendimento do que será feito. ","Se forem treinadas corretamente, acredito que é de suma importância para evolução da nossa área e atender cenários complexos. "
2025/02/07 10:27:40,Li e aceito participar da pesquisa,Masculino,Uberlândia - MG,Ensino Superior Incompleto,Grande (mais de 499 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Não,Sim,Quality Assurance - QA,"Mobile, Backend",5,5,4,5,5,5,4,,,,,"Apium, Espresso","Selenium, Robotframework","Uso estritamente manual com Postman, REST Assured","Java, JavaScript, Kotlin, Python",Sim,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online)","Ser comunicativo(a), Ser curioso, Ser analítico, Ser flexível, Ser proativo","Apoiar e estabelecer padrões de qualidade, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Ajudar a solucionar problemas","Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão","Caixa Preta (Teste Funcional), Testes de Mutação, Dinâmico, Automatizado, Performance, Teste de contrato",Não,Está me ajudando bastante na implementação de novos testes como teste de contrato. Outro ponto que ajuda muito é na escrita de documentação para o cliente
2025/02/07 10:30:21,Li e aceito participar da pesquisa,Feminino,Malta - Europa,Ensino Superior Completo,Média (até 499 funcionários),Menos de 1 ano,Júnior (funções de procedimentos simples ou que não exigem profundo conhecimento em um ramo de atuação),Sim: Processos Scrum; Programação básica.,"Não. Sou da área de Relações Internacionais com background em Atendimento e Suporte ao Cliente.
Dificuldades: por enquanto não tenho tido dificuldade, utilizo ferramentas como Cypress, VS Code, e tem sido muito dinâmicas, práticas de se aprender a usar.",Quality Assurance - QA,Web,5,5,4,5,5,1,5,,,,,Apium,Cypress,Automação com Postman,JavaScript,Não,"Canais do Youtube, Cursos (Udemy, plataformas online), Sigo referências em teste de software, Mentoria direcionada para a área.","Ser comunicativo(a), Sabe escutar, Pensar como técnico e usuário, Ser investigador, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Escrever e definir cenários de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Definição dos critérios de aceite em parceria com o Product Owner","Definição dos Requisitos, Integração e Testes do Sistema, Operação e Manutenção","Testes de Unidade, Testes de Integração, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Manual, Automatizado","Participação ativa das reuniões, apontando pontos de melhoria.",Eu utilizo sempre que preciso solucionar algo e não encontro a resposta de forma rápida. Tem me ajudado a resolver problemas na hora de codar. Acho incrivelmente útil se utilizado da forma correta: para auxílio e não para fazer o trabalho no seu lugar.
2025/02/07 10:39:12,Li e aceito participar da pesquisa,Feminino,Uberlândia - MG,Especialista,Grande (mais de 499 funcionários),De 8 a 11 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",não,"Não. Trabalhei anteriormente com telemarketing, supermercado e auxiliar administrativo em um posto de saúde",Quality Assurance - QA,"Web, Mobile, Backend",5,5,5,2,4,4,5,,,,,Apium,Cypress,Uso estritamente manual com Postman,JavaScript,Sim,"Canais do Youtube, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser detalhista, Ser analítico, Pensar como técnico e usuário, Ser investigador, Ser flexível","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Realizar a transmissão do conhecimento entre Product Owner, Desenvolvedor e administradores do sistema, Definição dos critérios de aceite em parceria com o Product Owner, Apoiar na codificação de teste uniário","Definição dos Requisitos, Integração e Testes do Sistema, Operação e Manutenção","Testes de Unidade, Testes de Integração, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Manual, Automatizado, Usabilidade, Performance, Confiabilidade, Segurança",não,
2025/02/07 10:41:06,Li e aceito participar da pesquisa,Masculino,Belo Horizonte - MG,Especialista,Grande (mais de 499 funcionários),De 12 a 15 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Sim. CTFL e AWS Practitioner,Sim,QA Automatizador,"Web, Mobile, Backend",5,5,2,5,4,4,4,,,,,Apium,"Selenium, Cypress, Robotframework","Automação com Postman, Uso estritamente manual com Postman, REST Assured","Java, Python",Não,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Aprender rápido, Ser curioso, Pensar como técnico e usuário, Ser investigador, Saber utilizar a IA","Avaliar e garantir que os requisitos sejam atendidos, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Realizar automação dos testes, Reportar erros e defeitos",Integração e Testes do Sistema,"Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Manual, Automatizado",Não,"Facilita demais e agiliza o processo, no entanto a chance de gerar falsos positivos é grande. Requer atenção "
2025/02/07 10:50:16,Li e aceito participar da pesquisa,Masculino,Lisboa,Ensino Superior Completo,Média (até 499 funcionários),De 8 a 11 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Não,Não,Software Development Engineer In Test - SDET,"Web, Mobile, Backend, performance",5,5,3,5,5,5,5,,,,,"Apium, Espresso, XCUITest","Selenium, Cypress, Protractor, Capybara, Robotframework, Playwright","Automação com Postman, Uso estritamente manual com Postman, REST Assured, HTTPParty, Robot Framework, SuperTest","Java, JavaScript, Kotlin, Python, Ruby, C#",Não,"Canais do Youtube, Artigos acadêmicos, Medium, Sigo referências em teste de software, Livros, Grupos de whatsapp","Ser comunicativo(a), Ter empatia, Pensar como técnico e usuário, Ser flexível, Ser proativo","Apoiar e estabelecer padrões de qualidade, Executar diferentes níveis e tipos de teste, Realizar a transmissão do conhecimento entre Product Owner, Desenvolvedor e administradores do sistema, Ajudar a solucionar problemas, Reportar erros e defeitos","Definição dos Requisitos, Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite, Acessibilidade, Performance, Segurança, A/B","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Manual, Automatizado, Usabilidade, Performance, Confiabilidade, Segurança",Não,"Vantajoso mas perigoso. Não é verdade absoluta e não podemos virar refém. Uso para tarefas coditiadas que levava tempo, correção de textos, templates para aberturas de bugs e até traduções mais corretas para outro idioma."
2025/02/07 11:35:47,Li e aceito participar da pesquisa,Masculino,São Paulo - SP,Ensino Superior Completo,Grande (mais de 499 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Não ,Sim,Engenheiro de Qualidade de Software,"Web, Mobile, Backend",5,5,4,5,5,5,4,,,,,Apium,"Selenium, Cypress, Protractor","Automação com Postman, REST Assured, Robot Framework","Java, JavaScript, Kotlin, Ruby",Sim,"Canais do Youtube, Cursos (Udemy, plataformas online)","Ser comunicativo(a), Ser curioso, Pensar como técnico e usuário, Possuir conhecimento técnico, Ser investigador, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Ajudar a solucionar problemas, Definição dos critérios de aceite em parceria com o Product Owner, Reportar erros e defeitos","Definição dos Requisitos, Projeto do Software, Implementação e Testes de Unidade, Integração e Testes do Sistema","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Testes de Mutação, Manual, Automatizado, Performance, Segurança",Nao,
2025/02/07 12:45:01,Li e aceito participar da pesquisa,Masculino,Lisboa,Mestre,Grande (mais de 499 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Não,Sim,Software Development Engineer In Test - SDET,Web,5,3,3,5,5,1,5,,,,,Apium,"Selenium, Cypress, Playwright","Automação com Postman, REST Assured","Java, JavaScript, Python, C#",Não,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online)","Aprender rápido, Ser detalhista, Ser analítico, Pensar como técnico e usuário, Ser proativo","Executar diferentes níveis e tipos de teste, Realizar automação dos testes, Reportar erros e defeitos","Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão","Caixa Preta (Teste Funcional), Automatizado",Não,"Elas salvam, recomendo e uso sempre!"
2025/02/07 12:46:55,Li e aceito participar da pesquisa,Feminino,Belo Horizonte - MG,Ensino Superior Completo,Média (até 499 funcionários),De 4 a 7 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)","Sim, CTFL",Sim,Engenheiro de Qualidade de Software,"Web, Mobile, Backend",5,3,5,5,5,5,5,,,,,Apium,"Selenium, Cypress","Automação com Postman, REST Assured","Java, JavaScript",Não,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software, Livros","Aprender rápido, Ser comunicativo(a), Ser detalhista, Ser curioso, Ter empatia, Ser analítico, Sabe escutar, Ser autoconfiante, Pensar como técnico e usuário, Possuir conhecimento técnico, Ser investigador, Ser flexível, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Realizar a transmissão do conhecimento entre Product Owner, Desenvolvedor e administradores do sistema, Ajudar a solucionar problemas, Definição dos critérios de aceite em parceria com o Product Owner, Reportar erros e defeitos, Apoiar na codificação de teste uniário","Definição dos Requisitos, Projeto do Software, Implementação e Testes de Unidade, Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Testes de Mutação, Dinâmico, Estático, Manual, Automatizado, Usabilidade, Performance, Confiabilidade",Não ,"Ajuda nas tarefas repetitivas, na análises e gerar massas de teste, ajuda bastante no code review. As vezes presencio informações  erradas ou código que poderiam ser melhores, questão de segurança e dados."
2025/02/07 13:46:50,Li e aceito participar da pesquisa,Feminino,Dois Irmãos - RS,Ensino Superior Completo,Grande (mais de 499 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Não ,"Não, educação. ",Quality Assurance - QA,"Web, Mobile, Backend",5,5,4,5,5,5,5,,,,,Apium,"Selenium, Cypress, Playwright","Automação com Postman, REST Assured, Karate DSL","Java, JavaScript",Não,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser curioso, Ser analítico, Sabe escutar, Pensar como técnico e usuário, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Reportar erros e defeitos","Definição dos Requisitos, Projeto do Software, Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Manual, Performance",Auxílio em refinamento de tarefas. ,"Ajuda trazendo agilidade e suporte, mas é crucial que a pessoa tenha bem claro quaid são  seus objetivos ao utilizar a IA, do contrário pode atrapalhar e induzir ao erro. Não seria recomendado para pessoas de nível inicial. "
2025/02/07 16:22:15,Li e aceito participar da pesquisa,Masculino,Floripa - SC,Ensino Superior Completo,Grande (mais de 499 funcionários),De 8 a 11 anos,Staff QA,"CTFL, CTFL AT e CTALTAE",Sim,Staff QA,"Web, Mobile, Backend",5,5,5,5,5,5,5,,,,,Appium*,"Selenium, Cypress, Playwright, Puppeter","Automação com Postman, Supertest, Insomnia, RestSharp","JavaScript, Python, C#",Não,"Canais do Youtube, Artigos acadêmicos, Medium","Aprender rápido, Ser analítico, Pensar como técnico e usuário, Possuir conhecimento técnico, Ser proativo","Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Realizar a transmissão do conhecimento entre Product Owner, Desenvolvedor e administradores do sistema","Definição dos Requisitos, Projeto do Software, Implementação e Testes de Unidade, Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Dinâmico, Estático, Manual, Automatizado, Usabilidade, Performance, Confiabilidade, Segurança","Atuação em Shift Right com testes sintéticos, testes não funcionais no geral (load test e etc).",Ajuda.
2025/02/08 00:05:25,Li e aceito participar da pesquisa,Masculino,Ananindeua - PA,Ensino Superior Completo,Média (até 499 funcionários),De 4 a 7 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Não,Sim,Analista de Teste,"Web, Mobile, Backend",5,2,3,3,3,5,3,,,,,Apium,"Cypress, Robotframework","Automação com Postman, Uso estritamente manual com Postman, Robot Framework",Python,Sim,"Canais do Youtube, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser detalhista, Ser analítico, Pensar como técnico e usuário, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Realizar a transmissão do conhecimento entre Product Owner, Desenvolvedor e administradores do sistema, Ajudar a solucionar problemas, Reportar erros e defeitos",Integração e Testes do Sistema,"Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Manual, Automatizado, Usabilidade, Performance, Segurança",Não,"Vantagens: ajuda nos testes, criação de cenário, ajuste de testes automatizados e etc "
2025/02/08 09:03:27,Li e aceito participar da pesquisa,Masculino,CE,Ensino Superior Completo,Pequena (até 99 funcionários),De 4 a 7 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Não,SIM,Quality Assurance - QA,"Web, Mobile, Backend",5,4,5,5,5,5,5,,,,,Apium,"Selenium, Cypress, Robotframework, Playwright","Automação com Postman, Uso estritamente manual com Postman, REST Assured","JavaScript, Python, Ruby",Não,"Canais do Youtube, Artigos acadêmicos, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser detalhista, Ser analítico, Possuir conhecimento técnico, Ser proativo","Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Reportar erros e defeitos","Definição dos Requisitos, Projeto do Software, Implementação e Testes de Unidade, Integração e Testes do Sistema, Operação e Manutenção","Testes de Unidade, Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Testes de Mutação, Dinâmico, Estático, Manual, Automatizado, Usabilidade, Performance, Confiabilidade, Segurança",Não,"Acho que os assistentes inteligentes e LLMs ajudam bastante na geração de dados de teste, porque agilizam o processo e aumentam a cobertura dos cenários. Mas, dependendo da complexidade da lógica, podem não ser 100% precisos, então ainda é importante ter uma validação humana para garantir que os dados fazem sentido. No geral, acho que são uma boa ferramenta para otimizar o trabalho!"
